식당명,위치,영업시간
호호미욜,"['서울 마포구 와우산로 50', '상수동 93-44']","['평일 10:00 - 22:30', '토요일 10:00 - 22:30', '일요일 12:00 - 22:00', '공휴일 12:00 - 22:00']"
